ts,input_count,output_count,reduction_pct,threshold,elapsed_ms
1765393564,5,1,80.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,2,2,0.00,0.650,0
1765393564,45,4,91.11,0.650,0
1765393564,7,1,85.71,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,7,1,85.71,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,8,2,75.00,0.650,0
1765393564,7,1,85.71,0.650,0
1765393564,3,1,66.67,0.650,0
1765393564,16,4,75.00,0.650,0
1765393564,14,2,85.71,0.650,0
1765393564,3,1,66.67,0.650,0
1765393564,7,2,71.43,0.650,0
1765393564,6,3,50.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,2,2,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,3,1,66.67,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,6,1,83.33,0.650,0
1765393564,6,4,33.33,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,8,1,87.50,0.650,0
1765393564,9,1,88.89,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,7,1,85.71,0.650,0
1765393564,51,4,92.16,0.650,0
1765393564,50,3,94.00,0.650,0
1765393564,8,2,75.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,71,7,90.14,0.650,1
1765393564,14,3,78.57,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,7,1,85.71,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,8,2,75.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,8,1,87.50,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,7,1,85.71,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,6,2,66.67,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,42,1,97.62,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,147,2,98.64,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,8,2,75.00,0.650,1
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,8,1,87.50,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,3,1,66.67,0.650,0
1765393564,5,1,80.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,4,1,75.00,0.650,0
1765393564,7,1,85.71,0.650,0
1765393564,5,1,80.00,0.650,0
1765393564,6,1,83.33,0.650,0
1765393564,9,2,77.78,0.650,0
1765393564,6,1,83.33,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,6,1,83.33,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,5,1,80.00,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,5,1,80.00,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,6,1,83.33,0.650,0
1765393564,4,1,75.00,0.650,0
1765393564,23,1,95.65,0.650,0
1765393564,4,1,75.00,0.650,0
1765393564,17,2,88.24,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,50,2,96.00,0.650,0
1765393564,12,1,91.67,0.650,0
1765393564,6,1,83.33,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,6,1,83.33,0.650,0
1765393564,5,1,80.00,0.650,1
1765393564,1,1,0.00,0.650,0
1765393564,4,1,75.00,0.650,0
1765393564,3,1,66.67,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,26,3,88.46,0.650,0
1765393564,7,1,85.71,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,3,1,66.67,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,5,1,80.00,0.650,0
1765393564,6,1,83.33,0.650,0
1765393564,13,2,84.62,0.650,0
1765393564,3,1,66.67,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,4,1,75.00,0.650,0
1765393564,13,1,92.31,0.650,0
1765393564,19,3,84.21,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,4,1,75.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,4,1,75.00,0.650,0
1765393564,4,1,75.00,0.650,0
1765393564,15,1,93.33,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,3,1,66.67,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,3,1,66.67,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,3,1,66.67,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,5,1,80.00,0.650,0
1765393564,6,1,83.33,0.650,0
1765393564,3,1,66.67,0.650,0
1765393564,3,1,66.67,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,10,1,90.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,4,1,75.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,4,1,75.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,10,1,90.00,0.650,1
1765393564,7,1,85.71,0.650,0
1765393564,6,1,83.33,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,19,3,84.21,0.650,0
1765393564,4,1,75.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,5,3,40.00,0.650,0
1765393564,27,1,96.30,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,7,3,57.14,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,2,2,0.00,0.650,1
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,5,1,80.00,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,4,2,50.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,21,1,95.24,0.650,0
1765393564,4,2,50.00,0.650,0
1765393564,55,3,94.55,0.650,0
1765393564,13,1,92.31,0.650,1
1765393564,1,1,0.00,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,9,1,88.89,0.650,0
1765393564,21,1,95.24,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,29,1,96.55,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,36,1,97.22,0.650,0
1765393564,3,1,66.67,0.650,0
1765393564,5,1,80.00,0.650,0
1765393564,12,3,75.00,0.650,0
1765393564,2,2,0.00,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,8,1,87.50,0.650,0
1765393564,8,1,87.50,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,7,2,71.43,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,13,1,92.31,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,6,1,83.33,0.650,0
1765393564,23,1,95.65,0.650,1
1765393564,8,1,87.50,0.650,0
1765393564,9,1,88.89,0.650,0
1765393564,4,1,75.00,0.650,0
1765393564,9,1,88.89,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,129,11,91.47,0.650,0
1765393564,21,1,95.24,0.650,1
1765393564,8,1,87.50,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,2,2,0.00,0.650,0
1765393564,24,6,75.00,0.650,1
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,2,2,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,2,2,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,2,2,0.00,0.650,0
1765393564,4,2,50.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,8,4,50.00,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,4,1,75.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,3,1,66.67,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,10,9,10.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,3,1,66.67,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,7,5,28.57,0.650,0
1765393564,4,2,50.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,3,1,66.67,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,15,1,93.33,0.650,0
1765393564,2,2,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,21,6,71.43,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,2,2,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,2,2,0.00,0.650,0
1765393564,5,3,40.00,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,3,3,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,4,4,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,15,1,93.33,0.650,0
1765393564,2,2,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,1
1765393564,2,1,50.00,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,5,5,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,2,2,0.00,0.650,0
1765393564,2,2,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,2,2,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,3,2,33.33,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,2,2,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,5,1,80.00,0.650,0
1765393564,54,2,96.30,0.650,0
1765393564,8,1,87.50,0.650,0
1765393564,11,1,90.91,0.650,0
1765393564,7,1,85.71,0.650,0
1765393564,51,3,94.12,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,11,1,90.91,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,18,2,88.89,0.650,0
1765393564,37,3,91.89,0.650,1
1765393564,18,3,83.33,0.650,0
1765393564,11,1,90.91,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,14,1,92.86,0.650,0
1765393564,13,1,92.31,0.650,0
1765393564,40,4,90.00,0.650,0
1765393564,20,2,90.00,0.650,0
1765393564,8,1,87.50,0.650,0
1765393564,8,1,87.50,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,20,1,95.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,4,2,50.00,0.650,0
1765393564,4,1,75.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,16,1,93.75,0.650,0
1765393564,17,3,82.35,0.650,0
1765393564,5,4,20.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,17,5,70.59,0.650,0
1765393564,3,1,66.67,0.650,0
1765393564,5,2,60.00,0.650,0
1765393564,17,4,76.47,0.650,0
1765393564,3,1,66.67,0.650,0
1765393564,3,1,66.67,0.650,0
1765393564,4,1,75.00,0.650,0
1765393564,8,2,75.00,0.650,0
1765393564,7,3,57.14,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,20,7,65.00,0.650,0
1765393564,6,1,83.33,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,4,1,75.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,3,1,66.67,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,26,3,88.46,0.650,0
1765393564,14,1,92.86,0.650,0
1765393564,9,1,88.89,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,4,1,75.00,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,20,3,85.00,0.650,0
1765393564,16,3,81.25,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,9,1,88.89,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,15,3,80.00,0.650,0
1765393564,8,3,62.50,0.650,0
1765393564,3,1,66.67,0.650,0
1765393564,3,1,66.67,0.650,0
1765393564,11,2,81.82,0.650,0
1765393564,3,1,66.67,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,64,18,71.88,0.650,1
1765393564,6,1,83.33,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,4,2,50.00,0.650,0
1765393564,6,1,83.33,0.650,0
1765393564,3,1,66.67,0.650,0
1765393564,6,2,66.67,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,3,1,66.67,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,4,2,50.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,10,4,60.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,15,4,73.33,0.650,0
1765393564,39,11,71.79,0.650,1
1765393564,13,2,84.62,0.650,0
1765393564,6,1,83.33,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,3,1,66.67,0.650,0
1765393564,4,1,75.00,0.650,0
1765393564,3,1,66.67,0.650,0
1765393564,10,1,90.00,0.650,0
1765393564,18,1,94.44,0.650,0
1765393564,4,1,75.00,0.650,0
1765393564,9,1,88.89,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,10,1,90.00,0.650,0
1765393564,10,1,90.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,18,4,77.78,0.650,0
1765393564,7,2,71.43,0.650,0
1765393564,9,2,77.78,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,9,1,88.89,0.650,0
1765393564,3,1,66.67,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,43,13,69.77,0.650,1
1765393564,10,6,40.00,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,6,1,83.33,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,14,2,85.71,0.650,0
1765393564,4,1,75.00,0.650,0
1765393564,3,1,66.67,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,6,1,83.33,0.650,0
1765393564,9,1,88.89,0.650,0
1765393564,3,1,66.67,0.650,0
1765393564,2,2,0.00,0.650,0
1765393564,8,2,75.00,0.650,1
1765393564,3,1,66.67,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,82,4,95.12,0.650,0
1765393564,40,3,92.50,0.650,1
1765393564,6,1,83.33,0.650,0
1765393564,6,1,83.33,0.650,0
1765393564,6,1,83.33,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,97,4,95.88,0.650,0
1765393564,8,2,75.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,5,1,80.00,0.650,0
1765393564,6,1,83.33,0.650,0
1765393564,27,1,96.30,0.650,0
1765393564,6,2,66.67,0.650,0
1765393564,5,1,80.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,6,2,66.67,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,5,1,80.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,6,1,83.33,0.650,0
1765393564,27,1,96.30,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,5,1,80.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,28,2,92.86,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,32,2,93.75,0.650,0
1765393564,27,1,96.30,0.650,0
1765393564,5,1,80.00,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,27,1,96.30,0.650,1
1765393564,1,1,0.00,0.650,0
1765393564,3,2,33.33,0.650,0
1765393564,3,2,33.33,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,11,3,72.73,0.650,0
1765393564,4,2,50.00,0.650,0
1765393564,6,1,83.33,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,10,1,90.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,6,1,83.33,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,7,6,14.29,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,3,2,33.33,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,3,3,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,3,1,66.67,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,2,1,50.00,0.650,1
1765393564,4,3,25.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,3,1,66.67,0.650,0
1765393564,2,1,50.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,5,2,60.00,0.650,0
1765393564,6,3,50.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,1,1,0.00,0.650,0
1765393564,3,1,66.67,0.650,0
1765393564,2,2,0.00,0.650,0
